Id,SalePrice
1740,225938.95
1741,205691.11
1742,169978.03
1743,167212.69
1744,302419.25
1745,235350.9
1746,196439.89
1747,215118.62
1748,218039.4
1749,150199.98
1750,129187.66
1751,235733.44
1752,116566.5
1753,150831.12
1754,196524.8
1755,166902.39
1756,131880.03
1757,117979.25
1758,157066.83
1759,158881.39
1760,163716.0
1761,143941.77
1762,186858.95
1763,170516.36
1764,112893.03
1765,175167.11
1766,181722.45
1767,229567.62
1768,149236.75
1769,169339.66
1770,149747.55
1771,133690.75
1772,135078.94
1773,137486.77
1774,125660.51
1775,137553.0
1776,123964.2
1777,115143.87
1778,142406.83
1779,119233.96
1780,165457.3
1781,129478.516
1782,87694.65
1783,144721.22
1784,117621.766
1785,136626.27
1786,149744.19
1787,159148.62
1788,58426.445
1789,104637.58
1790,80749.56
1791,187459.2
1792,148897.14
1793,138178.47
1794,150050.25
1795,131707.67
1796,137601.84
1797,123220.42
1798,130258.36
1799,111378.28
1800,134232.98
1801,122622.04
1802,139090.4
1803,154760.58
1804,138132.48
1805,138592.02
1806,120386.6
1807,125761.87
1808,126392.9
1809,125480.016
1810,151300.75
1811,91663.625
1812,98129.2
1813,120110.8
1814,103471.07
1815,42872.117
1816,106275.62
1817,130343.1
1818,170290.1
1819,130930.58
1820,61433.953
1821,114908.81
1822,156320.55
1823,45930.453
1824,133726.55
1825,132276.47
1826,105051.15
1827,102178.19
1828,134182.78
1829,129840.08
1830,150266.7
1831,147713.9
1832,61631.63
1833,139480.66
1834,121021.86
1835,114398.24
1836,134806.22
1837,81269.914
1838,112127.91
1839,83271.12
1840,164660.38
1841,140802.23
1842,89596.51
1843,139342.94
1844,146024.58
1845,136285.92
1846,159009.2
1847,168433.84
1848,40539.32
1849,110274.89
1850,117190.94
1851,152317.72
1852,127480.9
1853,127735.05
1854,170134.77
1855,145548.12
1856,205210.73
1857,137633.31
1858,138199.88
1859,119456.75
1860,152246.05
1861,119513.516
1862,298447.75
1863,287185.9
1864,287185.9
1865,374947.0
1866,380728.25
1867,237752.2
1868,293227.9
1869,203685.94
1870,243997.61
1871,257880.1
1872,167309.14
1873,238750.33
1874,141686.1
1875,200821.95
1876,194721.72
1877,211784.3
1878,201031.17
1879,126351.09
1880,136106.94
1881,249509.33
1882,251006.44
1883,190474.2
1884,201614.61
1885,243561.11
1886,290994.84
1887,210656.52
1888,290075.62
1889,169024.36
1890,121827.87
1891,133616.23
1892,105111.13
1893,134682.78
1894,121918.23
1895,134478.47
1896,131653.83
1897,117379.164
1898,115823.78
1899,163729.97
1900,149117.28
1901,178266.55
1902,156863.38
1903,203495.47
1904,145648.5
1905,194507.86
1906,157137.45
1907,177798.5
1908,111715.52
1909,133976.23
1910,121067.336
1911,202218.98
1912,288916.5
1913,149260.73
1914,69845.19
1915,366664.8
1916,72617.41
1917,254701.81
1918,142204.14
1919,160519.42
1920,147020.25
1921,448096.62
1922,371798.1
1923,213214.38
1924,211644.5
1925,191920.42
1926,419993.47
1927,128466.36
1928,153815.77
1929,124341.35
1930,139491.55
1931,146934.02
1932,142749.03
1933,195800.4
1934,175580.81
1935,171435.48
1936,188975.64
1937,177850.0
1938,173808.84
1939,238550.67
1940,205023.47
1941,170130.05
1942,187504.78
1943,214402.75
1944,361607.0
1945,415037.88
1946,156097.2
1947,363843.56
1948,167514.88
1949,242245.9
1950,177092.45
1951,261311.53
1952,197651.72
1953,173657.1
1954,189970.28
1955,127685.336
1956,306314.2
1957,155784.08
1958,314201.5
1959,131440.84
1960,112403.98
1961,122397.46
1962,95313.875
1963,105288.87
1964,104575.49
1965,145857.25
1966,144221.33
1967,291431.66
1968,434227.4
1969,398034.5
1970,444156.5
1971,470146.1
1972,369461.97
1973,273032.47
1974,313821.28
1975,473821.53
1976,265520.47
1977,359329.2
1978,399637.78
1979,332438.1
1980,203419.4
1981,369174.53
1982,216368.14
1983,203761.89
1984,162597.3
1985,219814.84
1986,209660.69
1987,186510.9
1988,175298.44
1989,197747.33
1990,215195.81
1991,245317.95
1992,218861.27
1993,163935.95
1994,236538.66
1995,183772.31
1996,244332.69
1997,322247.34
1998,348006.47
1999,267686.1
2000,311750.94
2001,280472.6
2002,252748.75
2003,259864.42
2004,275259.34
2005,222226.17
2006,242990.7
2007,248305.03
2008,236849.36
2009,190104.84
2010,181699.88
2011,138065.92
2012,182047.0
2013,183424.89
2014,184963.3
2015,203048.44
2016,193058.89
2017,204776.02
2018,120345.27
2019,130678.68
2020,94596.46
2021,104576.59
2022,174525.47
2023,148750.38
2024,266211.12
2025,374230.94
2026,175762.34
2027,151983.28
2028,151421.25
2029,171461.48
2030,276367.38
2031,240331.03
2032,268420.9
2033,271471.16
2034,161554.02
2035,221807.03
2036,201062.98
2037,211431.97
2038,331280.2
2039,230226.05
2040,334669.12
2041,279769.78
2042,203564.19
2043,169016.16
2044,169758.17
2045,205709.8
2046,144299.23
2047,140591.25
2048,141338.08
2049,128791.59
2050,187129.25
2051,114820.56
2052,131165.17
2053,146346.5
2054,91286.11
2055,163503.73
2056,139745.7
2057,111402.33
2058,215520.84
2059,136290.39
2060,171412.78
2061,167785.64
2062,129843.46
2063,117106.21
2064,143788.67
2065,118036.82
2066,165633.95
2067,115631.805
2068,119207.09
2069,83719.375
2070,113396.3
2071,107728.21
2072,147065.34
2073,146050.0
2074,179335.53
2075,133256.08
2076,121177.414
2077,158011.06
2078,128975.4
2079,134121.44
2080,117458.586
2081,124541.94
2082,111468.51
2083,143013.1
2084,108915.695
2085,123840.24
2086,141728.86
2087,113470.18
2088,96807.24
2089,79882.88
2090,130502.43
2091,125250.766
2092,119609.45
2093,139965.86
2094,122739.484
2095,148623.34
2096,76485.25
2097,93362.555
2098,153144.02
2099,54901.543
2100,75862.36
2101,122932.35
2102,117790.01
2103,105368.02
2104,133392.25
2105,135967.33
2106,73464.68
2107,205248.1
2108,112250.375
2109,107585.11
2110,138591.06
2111,141493.77
2112,146351.03
2113,120318.88
2114,115326.73
2115,160189.61
2116,119968.71
2117,147648.62
2118,123939.03
2119,112472.086
2120,115044.37
2121,121433.21
2122,109361.0
2123,89764.51
2124,171422.12
2125,119147.5
2126,155245.58
2127,156727.47
2128,142101.19
2129,105092.32
2130,151870.9
2131,145081.94
2132,113979.164
2133,130479.445
2134,122220.664
2135,100564.34
2136,65709.01
2137,118606.61
2138,136153.48
2139,150027.42
2140,146316.92
2141,158078.25
2142,126405.195
2143,146545.56
2144,123277.95
2145,129385.195
2146,163255.5
2147,146755.39
2148,152249.73
2149,151401.69
2150,222465.88
2151,117886.78
2152,177850.38
2153,161269.11
2154,102341.91
2155,146666.6
2156,267845.53
2157,227630.42
2158,235147.81
2159,196236.84
2160,180377.38
2161,242210.88
2162,417396.56
2163,353751.6
2164,255820.16
2165,204646.72
2166,147957.12
2167,212451.97
2168,199201.75
2169,197822.33
2170,219929.78
2171,161798.62
2172,136293.27
2173,161265.58
2174,223386.81
2175,287887.62
2176,334046.22
2177,232746.55
2178,216588.33
2179,131551.17
2180,234085.53
2181,193258.38
2182,217693.22
2183,198645.81
2184,127171.31
2185,128907.8
2186,146475.39
2187,153575.56
2188,149566.56
2189,239592.75
2190,80217.016
2191,76591.84
2192,85784.84
2193,115247.96
2194,100488.16
2195,110768.44
2196,102983.68
2197,123096.336
2198,150615.92
2199,176989.42
2200,153724.02
2201,143789.12
2202,208467.38
2203,154967.83
2204,173244.6
2205,129305.52
2206,146930.02
2207,224549.16
2208,236597.77
2209,231073.33
2210,121732.234
2211,115066.11
2212,118407.57
2213,103317.63
2214,139220.64
2215,107953.08
2216,145764.73
2217,77207.586
2218,80996.26
2219,77680.1
2220,84583.51
2221,368048.47
2222,295046.2
2223,312248.1
2224,209121.44
2225,127213.125
2226,207901.95
2227,198590.5
2228,292671.88
2229,248315.17
2230,151754.05
2231,229311.9
2232,178550.97
2233,167353.38
2234,245974.97
2235,239941.52
2236,262791.94
2237,332060.88
2238,197582.89
2239,109756.414
2240,161335.6
2241,161562.66
2242,129880.16
2243,128214.74
2244,99819.125
2245,103618.234
2246,137614.94
2247,108322.34
2248,126803.305
2249,127586.81
2250,137819.27
2251,118109.22
2252,176608.61
2253,154718.66
2254,180065.05
2255,190819.47
2256,188424.36
2257,208745.25
2258,168493.92
2259,173476.08
2260,164880.19
2261,197101.75
2262,225735.7
2263,366189.34
2264,436238.97
2265,174742.03
2266,323091.03
2267,395357.53
2268,426728.84
2269,148069.95
2270,198269.3
2271,211493.48
2272,189785.78
2273,157947.36
2274,179246.11
2275,178124.2
2276,191363.6
2277,192157.84
2278,144047.11
2279,132719.1
2280,112275.92
2281,174982.53
2282,194149.16
2283,108293.05
2284,117349.93
2285,141165.8
2286,118854.31
2287,357303.94
2288,278802.22
2289,363005.1
2290,449923.9
2291,335681.75
2292,452630.5
2293,402621.28
2294,446926.34
2295,419956.16
2296,244680.08
2297,343426.9
2298,337752.34
2299,400054.03
2300,335967.94
2301,293902.06
2302,238826.67
2303,233789.58
2304,228089.56
2305,180475.89
2306,176411.05
2307,187935.25
2308,215914.03
2309,285564.06
2310,218664.9
2311,186102.8
2312,167068.72
2313,176537.75
2314,171716.17
2315,179395.31
2316,211875.86
2317,179548.92
2318,181152.77
2319,178554.02
2320,205683.17
2321,243450.55
2322,171175.9
2323,189186.86
2324,168275.3
2325,208498.47
2326,165212.67
2327,207101.86
2328,234803.78
2329,185097.45
2330,177643.64
2331,348963.38
2332,395058.9
2333,310982.1
2334,257110.25
2335,267234.47
2336,321912.44
2337,218220.2
2338,281787.28
2339,220984.67
2340,427400.06
2341,214441.81
2342,227584.81
2343,223295.53
2344,217033.67
2345,238291.34
2346,227970.89
2347,206962.02
2348,244411.1
2349,187103.47
2350,291499.2
2351,273273.6
2352,260276.44
2353,264016.8
2354,140554.84
2355,149781.88
2356,151015.61
2357,192899.83
2358,195904.2
2359,128232.336
2360,114860.56
2361,145280.7
2362,250197.9
2363,145985.89
2364,156320.89
2365,219813.42
2366,199482.81
2367,225217.03
2368,219974.55
2369,217973.39
2370,169437.08
2371,170906.92
2372,197668.25
2373,295110.38
2374,314780.94
2375,250266.0
2376,290966.84
2377,398408.03
2378,151312.53
2379,205018.3
2380,155791.38
2381,160608.62
2382,198390.55
2383,205124.48
2384,245284.47
2385,163533.12
2386,129705.81
2387,137222.31
2388,97737.83
2389,122909.12
2390,149447.03
2391,139599.44
2392,109739.02
2393,163686.48
2394,148055.38
2395,217658.3
2396,146278.02
2397,229818.8
2398,139162.5
2399,57734.023
2400,54088.72
2401,108073.63
2402,135550.38
2403,124994.24
2404,148350.7
2405,158935.38
2406,142283.38
2407,128328.05
2408,145110.73
2409,128531.65
2410,162022.83
2411,117353.03
2412,153941.5
2413,133029.52
2414,140962.05
2415,126577.39
2416,127410.64
2417,136491.92
2418,124557.41
2419,129999.33
2420,124245.48
2421,137263.4
2422,108756.984
2423,121755.984
2424,156454.44
2425,257057.89
2426,133936.02
2427,147498.55
2428,170445.98
2429,111156.836
2430,132516.36
2431,107828.22
2432,149379.45
2433,152852.53
2434,133370.73
2435,149160.03
2436,113995.875
2437,115301.945
2438,127752.2
2439,106130.57
2440,125632.95
2441,83984.72
2442,100875.555
2443,122557.97
2444,125028.2
2445,79154.766
2446,131509.12
2447,192601.5
2448,144330.03
2449,108117.17
2450,147553.25
2451,130724.62
2452,189064.53
2453,94772.05
2454,118299.125
2455,114709.8
2456,139423.48
2457,133631.72
2458,132883.44
2459,116485.766
2460,136741.3
2461,121378.586
2462,136256.2
2463,127653.42
2464,193192.9
2465,136867.36
2466,119482.08
2467,136846.48
2468,82232.99
2469,80971.85
2470,181106.92
2471,201626.53
2472,168651.44
2473,119888.15
2474,90906.37
2475,210653.56
2476,110647.99
2477,125748.945
2478,149720.3
2479,109386.87
2480,157193.73
2481,130404.32
2482,131021.11
2483,113427.21
2484,121186.99
2485,122904.56
2486,160388.66
2487,184216.11
2488,158179.67
2489,159074.4
2490,156759.19
2491,99742.695
2492,192886.66
2493,140308.98
2494,146206.0
2495,78937.35
2496,244529.28
2497,147474.84
2498,108532.57
2499,92308.836
2500,124581.28
2501,134256.7
2502,144191.1
2503,96908.83
2504,177656.25
2505,219995.81
2506,260680.89
2507,271220.4
2508,259930.31
2509,212578.22
2510,221473.7
2511,174915.17
2512,206925.97
2513,218446.14
2514,270202.22
2515,153084.03
2516,166140.56
2517,143841.02
2518,150195.98
2519,225406.98
2520,223139.55
2521,184556.47
2522,223626.62
2523,122246.36
2524,136290.06
2525,143578.05
2526,133664.1
2527,118338.664
2528,135849.23
2529,138809.64
2530,125648.55
2531,259736.94
2532,218691.31
2533,192470.34
2534,229460.17
2535,309799.12
2536,243957.2
2537,230356.42
2538,182278.17
2539,181696.73
2540,185212.34
2541,186721.05
2542,169529.83
2543,133134.92
2544,127015.586
2545,137693.97
2546,129140.97
2547,140983.03
2548,155121.31
2549,152912.56
2550,342438.78
2551,143422.53
2552,119951.625
2553,72085.7
2554,97682.99
2555,126153.04
2556,106074.484
2557,116453.836
2558,142482.72
2559,130318.5
2560,144394.36
2561,137222.44
2562,130084.3
2563,156816.7
2564,192285.64
2565,155149.94
2566,164287.3
2567,128187.99
2568,219198.05
2569,210122.81
2570,119245.2
2571,189667.3
2572,156974.44
2573,209465.27
2574,255356.36
2575,136573.64
2576,126295.06
2577,183764.78
2578,79174.21
2579,63647.66
2580,120658.28
2581,123129.77
2582,120857.58
2583,280738.84
2584,154585.19
2585,185609.23
2586,224298.92
2587,201949.84
2588,143052.25
2589,155158.28
2590,207616.9
2591,213095.72
2592,216478.66
2593,252516.33
2594,167944.72
2595,198386.47
2596,306748.53
2597,200105.42
2598,282503.5
2599,328427.1
2600,206613.0
2601,150572.62
2602,82826.24
2603,93873.36
2604,87978.56
2605,80221.02
2606,146271.52
2607,196633.73
2608,201849.48
2609,162702.62
2610,109107.35
2611,120443.79
2612,157969.98
2613,136421.2
2614,131186.2
2615,156065.34
2616,143866.77
2617,195399.97
2618,193967.19
2619,183571.55
2620,188571.19
2621,176071.16
2622,186564.44
2623,232079.86
2624,319738.97
2625,301028.25
2626,176948.27
2627,180825.8
2628,469154.84
2629,551834.4
2630,368047.4
2631,479874.03
2632,418255.38
2633,344582.2
2634,432706.56
2635,160710.1
2636,178278.7
2637,182484.98
2638,244800.27
2639,179996.78
2640,158412.27
2641,105557.8
2642,195303.55
2643,104131.9
2644,126636.47
2645,108535.49
2646,97112.63
2647,102679.7
2648,144997.06
2649,142398.6
2650,132923.95
2651,144123.25
2652,406386.34
2653,243311.23
2654,246940.77
2655,417348.78
2656,328706.12
2657,352807.62
2658,267139.34
2659,308640.3
2660,352972.34
2661,338560.25
2662,346456.78
2663,264182.75
2664,267658.03
2665,321656.8
2666,282665.62
2667,155741.62
2668,177138.19
2669,180000.38
2670,282333.88
2671,181382.22
2672,184975.97
2673,207238.67
2674,210375.66
2675,173583.17
2676,186017.5
2677,198363.97
2678,245451.89
2679,273838.72
2680,291961.72
2681,408272.06
2682,321710.7
2683,543363.8
2684,323303.6
2685,362002.1
2686,237785.34
2687,319713.97
2688,214455.27
2689,208163.06
2690,383698.34
2691,187672.45
2692,134652.25
2693,185950.36
2694,129948.75
2695,184675.28
2696,181616.92
2697,189071.39
2698,203187.5
2699,171911.2
2700,165830.34
2701,144677.72
2702,112127.18
2703,130057.625
2704,138228.45
2705,117824.8
2706,114753.21
2707,120091.35
2708,130885.5
2709,102174.914
2710,129037.516
2711,303082.06
2712,398516.8
2713,169199.03
2714,151240.22
2715,166588.56
2716,140480.27
2717,190487.34
2718,223379.94
2719,149036.75
2720,164596.06
2721,135726.61
2722,161984.38
2723,137393.48
2724,132246.34
2725,132882.38
2726,147109.98
2727,180295.81
2728,171692.81
2729,149691.17
2730,140704.25
2731,131616.0
2732,132926.81
2733,146494.11
2734,146900.9
2735,133167.69
2736,143396.53
2737,121462.14
2738,130631.37
2739,163953.6
2740,142492.47
2741,151351.08
2742,148179.75
2743,146407.73
2744,160593.56
2745,141066.53
2746,137077.08
2747,149144.23
2748,121156.07
2749,129049.92
2750,136636.62
2751,135316.06
2752,224516.42
2753,148983.0
2754,231823.33
2755,132189.95
2756,99052.12
2757,70800.67
2758,87730.67
2759,149449.98
2760,129926.35
2761,141135.27
2762,149146.22
2763,188392.75
2764,159063.78
2765,284023.06
2766,131932.53
2767,90866.516
2768,117831.1
2769,144242.39
2770,136437.14
2771,102193.484
2772,108027.945
2773,161426.8
2774,145270.11
2775,117485.375
2776,137233.66
2777,137125.14
2778,106408.91
2779,111143.25
2780,96694.805
2781,97280.65
2782,89643.83
2783,102354.83
2784,119266.39
2785,131959.28
2786,76629.336
2787,123994.71
2788,70585.945
2789,174416.47
2790,80991.266
2791,116714.05
2792,52990.586
2793,186190.17
2794,110844.38
2795,118461.02
2796,110260.2
2797,203398.4
2798,104283.42
2799,124064.33
2800,61066.258
2801,109889.64
2802,131828.14
2803,150256.61
2804,140181.17
2805,108968.66
2806,76165.766
2807,152385.56
2808,155865.17
2809,133581.5
2810,132218.66
2811,167224.06
2812,157489.92
2813,155397.84
2814,150606.98
2815,94518.93
2816,235712.34
2817,156325.72
2818,128971.61
2819,171934.19
2820,138815.3
2821,102781.77
2822,200802.66
2823,318892.28
2824,175358.53
2825,159998.95
2826,131519.72
2827,137172.1
2828,223788.98
2829,197812.16
2830,223676.28
2831,180131.97
2832,248073.16
2833,306015.4
2834,208953.62
2835,220260.75
2836,195367.2
2837,154491.1
2838,147384.94
2839,178629.81
2840,195390.27
2841,205923.81
2842,228542.53
2843,151577.86
2844,166590.1
2845,113759.69
2846,207308.3
2847,202244.0
2848,212617.66
2849,196588.25
2850,291737.44
2851,219429.06
2852,229189.1
2853,237218.27
2854,137123.47
2855,198937.14
2856,200115.42
2857,185072.25
2858,193910.38
2859,117658.086
2860,131760.84
2861,125182.18
2862,188254.64
2863,120434.86
2864,223140.02
2865,144433.98
2866,136071.77
2867,100994.52
2868,105612.484
2869,109858.836
2870,121847.64
2871,78553.48
2872,48061.633
2873,94733.51
2874,151162.81
2875,118285.94
2876,158505.33
2877,140729.27
2878,167127.92
2879,133081.39
2880,98031.89
2881,148523.06
2882,179957.17
2883,182367.36
2884,195532.75
2885,186843.06
2886,228101.66
2887,91082.41
2888,130963.96
2889,51019.68
2890,84056.64
2891,135565.2
2892,40646.03
2893,83969.29
2894,53041.37
2895,328974.75
2896,301554.72
2897,203709.08
2898,152572.78
2899,219377.98
2900,154403.2
2901,217015.81
2902,187805.47
2903,335896.88
2904,325732.38
2905,92890.0
2906,204636.5
2907,106877.22
2908,129341.07
2909,145539.78
2910,76554.32
2911,80415.89
2912,141922.86
2913,76272.57
2914,73943.69
2915,79139.26
2916,75719.93
2917,176364.75
2918,119056.38
2919,235029.84
